age,type_employer,fnlwgt,education,marital,occupation,race,sex,hr_per_week,country,income
55,Private,70088,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
49,Private,176814,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K
31,Private,188096,Bachelors,Never-married,Prof-specialty,White,Female,72,United-States,>50K
27,Private,29904,Bachelors,Never-married,Tech-support,White,Female,40,United-States,<=50K
31,Private,369825,Bachelors,Never-married,Sales,White,Male,50,United-States,<=50K
55,Self-emp-not-inc,99551,Bachelors,Widowed,Sales,White,Female,15,United-States,<=50K
39,State-gov,114366,Bachelors,Never-married,Prof-specialty,White,Male,35,United-States,<=50K
48,Private,148995,Masters,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
35,Private,119272,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,55,United-States,>50K
39,Private,284166,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
40,Self-emp-not-inc,107762,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,<=50K
46,Private,328216,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
27,?,147638,Masters,Never-married,?,Other,Female,40,Japan,<=50K
45,Private,189792,Masters,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
28,Private,441620,Bachelors,Never-married,Other-service,White,Male,43,Mexico,<=50K
36,Private,199346,Masters,Married-civ-spouse,Prof-specialty,White,Female,50,United-States,>50K
50,Self-emp-inc,123429,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,45,Italy,>50K
37,Private,588003,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
24,Private,193920,Masters,Never-married,Priv-house-serv,White,Female,45,?,<=50K
46,Private,360096,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
33,Private,162572,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
45,Self-emp-not-inc,107231,Bachelors,Divorced,Prof-specialty,White,Male,45,France,<=50K
47,Private,238185,Bachelors,Divorced,Adm-clerical,White,Female,40,United-States,<=50K
58,State-gov,279878,Masters,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
45,Self-emp-not-inc,420986,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
45,Private,202496,Bachelors,Married-civ-spouse,Handlers-cleaners,White,Male,37,United-States,<=50K
26,Self-emp-not-inc,253899,Bachelors,Divorced,Sales,White,Male,40,United-States,<=50K
46,Private,113390,Masters,Married-civ-spouse,Adm-clerical,White,Male,60,United-States,<=50K
35,Self-emp-inc,186845,Bachelors,Married-civ-spouse,Sales,White,Male,50,United-States,>50K
25,State-gov,183678,Bachelors,Never-married,Prof-specialty,White,Female,50,United-States,<=50K
38,Private,34173,Bachelors,Never-married,Sales,White,Female,45,United-States,<=50K
24,Private,72143,Bachelors,Never-married,Sales,White,Female,20,United-States,<=50K
41,Private,124956,Bachelors,Divorced,Exec-managerial,Black,Female,90,United-States,>50K
58,Private,111625,Bachelors,Widowed,Exec-managerial,White,Male,40,United-States,>50K
23,Private,285004,Bachelors,Never-married,Sales,Asian-Pac-Islander,Male,50,Taiwan,<=50K
29,Private,253856,Bachelors,Married-civ-spouse,Transport-moving,White,Male,20,United-States,<=50K
46,Private,186172,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
40,Private,223277,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,50,United-States,>50K
36,Private,178815,Bachelors,Never-married,Exec-managerial,White,Male,40,United-States,>50K
29,Private,110226,Masters,Never-married,Sales,White,Male,65,?,<=50K
31,Private,199655,Masters,Divorced,Other-service,Other,Female,30,United-States,<=50K
32,Private,40142,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
27,State-gov,208406,Bachelors,Never-married,Prof-specialty,White,Male,30,United-States,<=50K
31,Private,279015,Masters,Married-civ-spouse,Exec-managerial,White,Male,70,Taiwan,>50K
23,?,22966,Bachelors,Never-married,?,White,Male,35,United-States,<=50K
54,Private,37289,Masters,Married-civ-spouse,Exec-managerial,White,Female,55,United-States,>50K
56,Private,76281,Bachelors,Married-spouse-absent,Prof-specialty,White,Female,40,United-States,<=50K
28,Self-emp-not-inc,188278,Bachelors,Married-civ-spouse,Craft-repair,White,Male,55,United-States,<=50K
47,Private,149700,Bachelors,Married-civ-spouse,Tech-support,White,Male,40,United-States,>50K
32,Private,209184,Bachelors,Married-civ-spouse,Sales,Other,Male,40,Puerto-Rico,<=50K
43,Private,125461,Bachelors,Married-civ-spouse,Sales,White,Male,55,United-States,>50K
36,Private,93225,Bachelors,Never-married,Craft-repair,White,Male,35,United-States,<=50K
32,Private,177792,Bachelors,Divorced,Exec-managerial,White,Female,48,United-States,>50K
28,Private,192932,Bachelors,Never-married,Prof-specialty,White,Female,40,United-States,<=50K
44,Private,212888,Bachelors,Divorced,Exec-managerial,White,Female,45,United-States,<=50K
35,Private,191502,Bachelors,Married-civ-spouse,Sales,White,Male,60,United-States,>50K
37,Local-gov,108320,Bachelors,Married-civ-spouse,Tech-support,White,Male,45,United-States,>50K
59,?,367984,Bachelors,Married-civ-spouse,?,White,Male,40,United-States,<=50K
43,Private,96102,Masters,Married-spouse-absent,Exec-managerial,White,Male,50,United-States,<=50K
34,Private,113530,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,<=50K
48,Private,109421,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,55,United-States,<=50K
41,Self-emp-not-inc,169023,Bachelors,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,>50K
39,Private,138192,Bachelors,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
43,Private,196545,Bachelors,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,>50K
45,Self-emp-not-inc,31478,Bachelors,Married-civ-spouse,Sales,White,Male,60,United-States,<=50K
56,Self-emp-not-inc,26716,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,20,United-States,>50K
53,Private,53197,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
53,State-gov,58913,Masters,Married-civ-spouse,Exec-managerial,White,Male,42,United-States,>50K
48,Private,141511,Masters,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
45,Private,179659,Bachelors,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
45,Private,102096,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,?,>50K
50,Private,187830,Bachelors,Never-married,Exec-managerial,White,Male,50,United-States,>50K
55,Private,110871,Bachelors,Married-civ-spouse,Sales,White,Male,40,United-States,<=50K
42,Private,198341,Masters,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,55,India,>50K
30,Private,426431,Masters,Never-married,Prof-specialty,White,Male,40,United-States,>50K
43,Local-gov,160574,Bachelors,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
39,Private,176101,Bachelors,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
27,Private,411950,Bachelors,Never-married,Prof-specialty,White,Male,60,United-States,<=50K
26,Local-gov,208122,Bachelors,Never-married,Prof-specialty,White,Male,40,United-States,<=50K
27,Federal-gov,38645,Bachelors,Never-married,Exec-managerial,White,Female,40,United-States,<=50K
50,Private,112873,Bachelors,Married-civ-spouse,Sales,White,Male,40,United-States,<=50K
56,Local-gov,381965,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
34,Private,243165,Bachelors,Married-civ-spouse,Other-service,White,Male,30,United-States,>50K
58,?,175017,Bachelors,Divorced,?,White,Male,25,United-States,<=50K
44,Private,120277,Masters,Married-civ-spouse,Exec-managerial,White,Male,38,United-States,>50K
23,Private,197200,Bachelors,Never-married,Prof-specialty,White,Male,60,United-States,<=50K
25,Private,164488,Bachelors,Never-married,Tech-support,White,Male,40,United-States,<=50K
44,Private,209174,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,70,United-States,>50K
31,Local-gov,128016,Bachelors,Never-married,Sales,White,Female,40,United-States,<=50K
37,Private,184964,Masters,Divorced,Exec-managerial,White,Male,45,United-States,>50K
26,Local-gov,117833,Bachelors,Never-married,Prof-specialty,White,Female,35,United-States,<=50K
64,State-gov,269512,Bachelors,Divorced,Tech-support,White,Male,40,United-States,<=50K
28,Private,90196,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,>50K
42,Private,201495,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,<=50K
35,Private,336793,Bachelors,Never-married,Adm-clerical,White,Male,40,United-States,<=50K
53,State-gov,43952,Masters,Married-civ-spouse,Exec-managerial,White,Male,38,United-States,>50K
40,Self-emp-inc,301007,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,60,United-States,<=50K
50,Private,22211,Masters,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
33,Private,188246,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,<=50K
50,Private,208630,Masters,Divorced,Sales,White,Female,50,United-States,>50K
26,Local-gov,265230,Bachelors,Never-married,Prof-specialty,Black,Female,40,United-States,<=50K
28,Private,214702,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,<=50K
57,Private,245193,Masters,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
45,Private,145636,Masters,Married-civ-spouse,Exec-managerial,White,Male,43,United-States,>50K
35,Self-emp-not-inc,114366,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,<=50K
56,Local-gov,268213,Masters,Married-civ-spouse,Prof-specialty,White,Male,35,?,>50K
35,Private,193026,Bachelors,Married-civ-spouse,Sales,White,Male,45,United-States,>50K
39,State-gov,343646,Bachelors,Divorced,Protective-serv,White,Male,40,Mexico,>50K
27,Private,167501,Bachelors,Never-married,Exec-managerial,White,Female,40,United-States,<=50K
59,Private,322691,Masters,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
28,Private,153475,Bachelors,Never-married,Adm-clerical,White,Female,16,El-Salvador,<=50K
60,Private,239576,Masters,Married-civ-spouse,Transport-moving,White,Male,10,United-States,<=50K
28,Private,90915,Bachelors,Married-spouse-absent,Tech-support,Black,Female,40,United-States,<=50K
25,Private,256620,Bachelors,Separated,Exec-managerial,White,Male,40,United-States,<=50K
34,Private,118584,Bachelors,Never-married,Exec-managerial,White,Female,40,United-States,<=50K
23,Private,117767,Bachelors,Married-civ-spouse,Sales,White,Male,40,United-States,<=50K
49,Private,43348,Masters,Never-married,Prof-specialty,White,Male,40,United-States,>50K
39,Private,103925,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,32,United-States,>50K
32,Self-emp-not-inc,180303,Bachelors,Divorced,Craft-repair,Asian-Pac-Islander,Male,47,Iran,<=50K
39,Private,173175,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
41,Federal-gov,34178,Bachelors,Divorced,Prof-specialty,White,Male,40,United-States,<=50K
31,Private,37546,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,35,United-States,>50K
36,State-gov,179488,Bachelors,Married-civ-spouse,Protective-serv,White,Male,55,United-States,>50K
29,Private,201954,Bachelors,Never-married,Exec-managerial,White,Male,35,United-States,<=50K
24,Private,90934,Bachelors,Never-married,Sales,Asian-Pac-Islander,Male,55,United-States,<=50K
25,?,32276,Bachelors,Married-civ-spouse,?,White,Male,40,United-States,<=50K
33,Private,131776,Bachelors,Divorced,Prof-specialty,White,Female,40,Germany,<=50K
27,Private,153475,Bachelors,Never-married,Sales,White,Female,40,United-States,<=50K
45,Local-gov,54190,Masters,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
29,Private,114982,Bachelors,Married-civ-spouse,Tech-support,White,Male,40,United-States,>50K
43,Private,163847,Bachelors,Married-civ-spouse,Farming-fishing,White,Male,50,United-States,>50K
42,Local-gov,189956,Bachelors,Divorced,Prof-specialty,Black,Female,30,United-States,<=50K
23,Local-gov,220912,Bachelors,Never-married,Prof-specialty,Black,Female,40,United-States,<=50K
28,Private,176972,Bachelors,Married-civ-spouse,Craft-repair,White,Male,45,United-States,>50K
55,Self-emp-not-inc,185195,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,99,United-States,<=50K
36,Private,187983,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,40,United-States,<=50K
34,Private,179641,Bachelors,Never-married,Prof-specialty,White,Female,45,United-States,<=50K
27,Private,209472,Bachelors,Never-married,Exec-managerial,White,Male,50,United-States,<=50K
30,Private,202051,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,42,United-States,>50K
50,Self-emp-inc,176751,Masters,Divorced,Exec-managerial,White,Male,80,United-States,>50K
29,Private,46442,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,50,United-States,>50K
25,Private,97789,Bachelors,Never-married,Sales,White,Male,50,United-States,<=50K
34,Private,303187,Bachelors,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,40,?,>50K
90,Private,88991,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,40,England,>50K
32,Private,194426,Bachelors,Married-civ-spouse,Tech-support,White,Male,40,United-States,>50K
41,Self-emp-not-inc,223763,Masters,Married-civ-spouse,Craft-repair,White,Male,65,United-States,<=50K
49,Self-emp-inc,26502,Bachelors,Divorced,Prof-specialty,White,Male,45,United-States,<=50K
28,Private,338409,Bachelors,Married-civ-spouse,Prof-specialty,Black,Female,40,Cuba,<=50K
63,Private,294009,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K
41,Federal-gov,36651,Masters,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
44,Private,125461,Masters,Married-civ-spouse,Exec-managerial,White,Male,35,United-States,>50K
47,Private,144351,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,>50K
45,Private,242391,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
70,Private,94692,Bachelors,Married-civ-spouse,Sales,White,Male,70,United-States,>50K
23,Private,194723,Bachelors,Never-married,Adm-clerical,White,Female,40,United-States,<=50K
34,Private,189759,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,>50K
23,Private,309580,Masters,Never-married,Prof-specialty,White,Male,40,United-States,<=50K
31,Private,111567,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,70,United-States,>50K
34,Private,110622,Bachelors,Never-married,Exec-managerial,Asian-Pac-Islander,Female,40,Philippines,<=50K
58,Private,136951,Bachelors,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Male,40,Philippines,<=50K
45,Private,168038,Bachelors,Divorced,Sales,White,Male,60,United-States,>50K
41,Local-gov,183224,Masters,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Female,40,Taiwan,>50K
51,Private,99185,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
35,Private,139012,Bachelors,Married-civ-spouse,Other-service,Asian-Pac-Islander,Male,40,Vietnam,<=50K
32,Private,282611,Bachelors,Never-married,Exec-managerial,White,Female,40,United-States,<=50K
40,Private,29841,Bachelors,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,<=50K
35,Federal-gov,49657,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
44,Private,151985,Masters,Married-civ-spouse,Exec-managerial,White,Female,24,United-States,>50K
30,Private,163604,Bachelors,Widowed,Prof-specialty,White,Female,55,United-States,>50K
49,Private,105449,Bachelors,Never-married,Priv-house-serv,White,Male,25,United-States,<=50K
65,Private,89681,Masters,Never-married,Prof-specialty,White,Male,99,United-States,<=50K
45,Private,371886,Bachelors,Never-married,Prof-specialty,White,Male,46,United-States,<=50K
45,Federal-gov,222011,Bachelors,Married-civ-spouse,Handlers-cleaners,White,Male,40,United-States,<=50K
45,Local-gov,167334,Masters,Never-married,Prof-specialty,White,Male,50,United-States,>50K
60,?,141580,Masters,Married-civ-spouse,?,White,Male,40,United-States,<=50K
50,Self-emp-not-inc,186565,Bachelors,Married-civ-spouse,Sales,White,Male,50,United-States,<=50K
49,Private,97883,Bachelors,Divorced,Exec-managerial,White,Female,40,United-States,<=50K
44,Private,320984,Bachelors,Married-civ-spouse,Sales,White,Male,60,United-States,>50K
22,?,110622,Bachelors,Never-married,?,Asian-Pac-Islander,Female,15,Taiwan,<=50K
50,Self-emp-not-inc,240612,Bachelors,Divorced,Prof-specialty,White,Female,60,United-States,<=50K
30,Private,163003,Bachelors,Never-married,Exec-managerial,Asian-Pac-Islander,Female,52,Taiwan,<=50K
43,Private,170730,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
48,?,184513,Bachelors,Married-civ-spouse,?,White,Male,80,United-States,>50K
29,Private,283760,Bachelors,Never-married,Exec-managerial,White,Female,40,United-States,<=50K
42,Private,185413,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,<=50K
28,Private,141957,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,<=50K
